Product,Channel,WeekStart,QuantitySold,Price,isPromoPeriod
TXQ0T,C,2015-03-30,17311,4.8032202885616595,True
TXQ0T,E,2017-04-10,168,3.485333333333331,True
TXZ06,B,2016-05-09,91,3.99054054054054,False
TXX5Q,C,2015-01-12,18435,4.799390785456568,True
TXX5Q,A,2016-12-05,20340,3.4464504929009903,True
TZQAQ,E,2017-08-14,206,1.8282857142857132,True
TXX00,B,2016-09-19,19,5.9875,False
TXX5Q,A,2016-08-08,8158,3.48870599739244,True
TXZ06,B,2017-03-27,65,2.9905660377358503,False
TXQT7,C,2018-01-01,9822,10.461050322226798,True
TXX00,C,2016-01-18,15759,4.204301874050305,True
TXX00,D,2015-01-26,8514,3.5630210809954,True
TZQAQ,E,2016-05-30,269,2.029541284403667,True
TXX5Q,E,2017-10-02,63,3.1411764705882335,True
TXX00,B,2016-03-21,35,5.98965517241379,False
TXX06,B,2015-08-03,68,3.67045454545455,True
TXZ06,B,2015-03-16,130,3.2877358490566,False
TXX5Q,E,2016-09-26,81,3.482542372881357,True
TXZ06,C,2015-07-20,22945,3.01174550788412,True
TXQQX,F,2016-08-08,30,0.976,False
TZQAQ,E,2017-10-02,204,1.757195121951216,True
TXX00,E,2015-03-23,161,3.474961832061072,False
TXX5Q,B,2015-03-09,61,5.9620000000000015,False
TXQT7,A,2018-02-26,3820,7.459787508048941,False
TXQT7,B,2018-01-08,31,10.142307692307698,False
TXZ06,B,2017-02-13,86,2.99,False
TXZ06,E,2017-03-27,416,1.9709467455621332,True
TXQ0T,A,2017-11-06,17673,3.4411070780399307,True
TXXX0,C,2017-08-14,12855,4.1784220706505195,True
TXQTZ,E,2017-08-21,113,10.324565217391322,False
TXQ0T,E,2016-11-21,141,3.466956521739132,True
TXQTZ,C,2017-08-28,13648,11.758985899169405,True
TXXX0,E,2017-01-09,200,3.773898305084745,True
TXQQX,C,2016-08-15,16004,1.331495998019639,True
TXX5Q,C,2015-04-27,19890,4.80702880441931,True
TXXX0,C,2017-10-23,14050,4.197527762606962,True
TZQAQ,F,2016-04-04,98,1.76190476190476,True
TZQAQ,B,2017-06-12,7,3.9833333333333294,False
TXX00,C,2016-08-15,13274,4.09434479383335,True
TXX00,E,2016-06-27,111,3.489310344827583,True
TXX00,B,2017-02-06,15,5.9923076923076914,False
TXX00,C,2015-06-08,13955,4.537174193548387,True
TXX5Q,B,2015-01-26,73,6.07,False
TXX00,A,2016-11-21,1996,2.9470277410832204,True
TXX00,B,2016-06-20,29,5.99166666666667,False
TXZ06,C,2017-05-15,26829,2.3002396226415063,True
TXXX0,C,2018-03-05,14580,4.14413152400835,True
TXX06,E,2016-09-26,134,3.3762857142857126,True
TXQTZ,C,2015-07-27,26565,14.038532110091719,True
TXQ0T,B,2017-09-04,22,6.48888888888889,False
TXQTZ,E,2015-02-09,280,9.497180616740101,True
TXQTZ,C,2016-01-18,12665,13.637454581164677,True
TXXX0,E,2016-08-15,196,3.2383018867924527,True
TXQ0T,C,2015-02-16,15569,4.839032838892225,True
TXZ06,C,2016-04-11,23144,2.7909320996053837,True
TXX5Q,B,2016-11-07,17,6.492857142857139,False
TXX06,E,2015-06-29,136,3.415754716981128,True
TXX00,B,2016-03-28,33,5.98888888888889,False
TXZ06,E,2016-01-04,308,2.4431174089068874,True
TXQT7,C,2017-01-16,9956,10.941250169860037,True
TXX06,D,2015-04-20,6052,3.60387771850636,True
TXQTZ,E,2017-05-22,141,10.066578947368379,True
TXX00,D,2015-05-18,8095,3.5619220779220804,True
TXX00,A,2016-09-19,2179,2.9568848758465,False
TXZ06,E,2017-08-21,327,2.0665779467680623,True
TXX5Q,C,2015-10-05,17933,4.782074647181034,True
TXX06,C,2017-03-13,12600,4.518020779755168,True
TXZ06,B,2015-05-18,142,3.5034482758620697,False
TXQQX,C,2017-11-06,15509,1.3354314720812195,True
TXQT7,A,2017-07-24,7226,7.5632510638297905,False
TXZ06,D,2017-06-05,13250,1.84732665784999,True
TZQAQ,C,2016-05-30,13755,2.424472540497826,True
TXQTZ,E,2017-10-02,152,9.873305084745722,True
TXX06,C,2016-04-04,13415,4.528337289905996,True
TXX00,A,2015-07-13,868,2.7773638968481404,True
TXXX0,E,2015-12-14,287,2.9946153846153867,False
TXQ0T,B,2016-02-08,20,6.488235294117651,False
TZQAQ,B,2016-07-11,19,3.9875,False
TXQ0T,E,2015-04-06,99,3.521688311688309,True
TXX06,C,2017-11-06,13922,4.511799900941059,True
TXQTZ,C,2015-03-30,13452,15.063153162358274,True
TZQAQ,B,2018-01-22,24,3.99,False
TXX5Q,C,2016-02-08,15964,4.803495480690228,True
TXQT7,C,2016-04-04,12776,11.372840084811967,True
TXQ0T,B,2015-05-25,54,6.08181818181818,False
TXX06,E,2017-12-04,177,3.8348275862069015,True
TZQAQ,D,2016-03-14,24,1.75,False
TXQ0T,A,2015-09-21,20370,3.45097518265805,False
TXX06,E,2016-08-15,131,3.712924528301889,True
TXZ06,E,2017-06-19,200,2.0548125,True
TXZ06,E,2017-05-15,444,1.9019999999999972,True
TXX00,E,2017-05-29,104,3.334337349397587,True
TXQTZ,E,2015-08-17,200,9.22085889570549,False
TXQTZ,A,2015-02-09,6311,10.8236990839992,False
TXQT7,C,2016-08-22,10934,11.384132055378068,True
TXXX0,E,2016-01-11,247,3.7224999999999993,True
TXQQX,C,2015-03-09,10705,1.328429752066116,True
TXX00,A,2017-12-18,2598,2.96696639848557,False
TXXX0,C,2016-05-09,15065,4.242109189555776,True
TXX06,D,2015-01-26,7703,3.55302333503662,True
TXX00,E,2015-03-30,216,3.491896551724134,True
TXX00,D,2017-01-30,7591,3.4507825446510805,True
TXX00,D,2016-03-21,8288,3.393716392687049,True
TXQT7,E,2015-07-06,505,9.37578947368419,True
TXXX0,B,2015-08-03,108,5.19285714285714,True
TXX06,D,2017-02-20,6008,3.5463378803777497,True
TXX06,E,2017-11-27,124,3.33,True
TXQ0T,C,2017-06-05,17078,4.784793653337614,True
TXQT7,E,2017-08-21,77,8.815645161290323,True
TXQTZ,E,2016-03-21,281,9.72986842105263,True
TXQTZ,B,2015-01-19,290,13.166666666666698,True
TXQTZ,B,2016-03-21,63,12.9903846153846,False
TXZ06,C,2017-04-24,31358,2.3036785982921058,True
TXXX0,B,2017-09-25,25,5.49047619047619,False
TZQAQ,B,2016-05-09,30,3.992,False
TXQ0T,A,2016-09-05,10730,3.44057613168724,True
TXX5Q,C,2016-01-25,16696,4.80980520570949,True
TXX5Q,A,2015-08-17,17079,3.45069134379951,False
TXX06,C,2015-05-11,13067,4.53393249529843,True
TXQT7,C,2015-04-06,11274,13.619541860465112,True
TXX00,B,2016-05-02,34,5.9892857142857086,False
TXX06,D,2016-06-27,7253,3.438644773358,True
TZQAQ,E,2017-01-16,196,1.8734862385321112,True
TZQAQ,C,2017-07-24,37339,2.311891616286686,True
TXX00,B,2015-11-09,25,5.99047619047619,False
TXX5Q,A,2015-01-19,23185,3.45125339294268,True
TXX06,A,2017-02-20,1842,3.2269025367156203,False
TXX00,D,2015-08-31,7715,3.45311280049312,True
TXZ06,E,2017-06-12,293,2.000420168067225,True
TXQ0T,E,2016-02-29,154,3.490769230769232,True
TXQTZ,C,2017-07-24,13613,11.77848390027253,True
TXX06,C,2016-03-14,13001,4.538209949079519,True
TXQ0T,C,2016-09-19,14975,4.7872356967801935,True
TXZ06,D,2017-01-09,15314,1.87824510514866,True
TXQTZ,A,2015-11-30,5162,8.97786514176793,False
TXXX0,E,2015-05-25,237,3.3234374999999967,True
TXQ0T,A,2018-03-05,14001,3.34767174220963,True
TXX00,A,2017-07-10,1712,2.9578304597701206,False
TXQTZ,E,2015-07-27,193,9.94471337579616,False
TXQTZ,C,2017-02-06,394,12.130280373831773,False
TZQAQ,E,2017-04-10,312,1.969390243902438,True
TZQAQ,C,2017-06-12,39983,2.305363146516962,True
TXQ0T,A,2015-04-27,17951,3.44889345666324,False
TXQQX,F,2018-01-08,17,0.985714285714286,False
TXXX0,E,2015-05-18,227,2.9880978260869533,True
TXQ0T,E,2018-04-09,88,4.076250000000002,False
TXX5Q,E,2015-10-26,142,3.43125,True
TXX5Q,B,2018-02-26,2,5.0,False
TXQT7,B,2015-03-02,258,11.580327868852502,True
TXQTZ,C,2015-05-18,13386,14.93652238945496,True
TXQQX,F,2016-06-20,81,0.989393939393939,False
TXX00,C,2017-04-03,19242,4.102510204081631,True
TXZ06,C,2015-03-02,21713,3.090973017170892,True
TXQ0T,C,2015-09-07,14720,4.769949739881843,True
TXQ0T,B,2017-08-07,24,6.49,False
TXX5Q,E,2017-07-17,54,3.468139534883718,True
TXQTZ,A,2017-10-30,8302,8.56401481481481,False
TXX00,C,2016-10-10,15751,4.101420863309349,True
TXQQX,F,2016-09-05,30,0.976,False
TXX06,C,2017-02-20,11468,4.500475378141708,True
TXZ06,B,2017-09-25,81,2.98939393939394,False
TXX06,D,2018-01-29,5816,3.5183500557413594,True
TXX06,D,2016-12-26,4819,3.55803336259877,True
TXX00,B,2016-11-07,31,5.9884615384615385,False
TXQ0T,C,2015-04-06,16125,4.820674721481247,True
TXX00,A,2017-02-13,2013,2.96273671350031,False
TXX06,E,2016-02-15,158,3.5942857142857108,True
TXQ0T,C,2016-08-01,16415,4.765140118593133,True
TXZ06,B,2016-11-21,124,2.99009900990099,False
TXZ06,B,2016-12-26,77,2.99047619047619,False
TXXX0,B,2017-02-13,12,5.49,False
TZQAQ,C,2017-05-15,36153,2.307880448318802,True
TXQTZ,B,2016-05-02,56,12.9891304347826,False
TXX06,B,2015-02-23,68,5.6142857142857086,False
TXX00,A,2018-04-02,17853,2.85125732001378,False
TZQAQ,E,2016-06-27,196,1.9366875000000001,False
TXX06,A,2017-04-17,1788,3.2511004126547496,False
TXZ06,E,2015-11-23,398,2.2993548387096783,True
TXX5Q,A,2015-10-19,16725,3.4511398735108103,False
TXQT7,A,2015-02-09,3282,9.79904725609756,True
TXQTZ,E,2017-04-03,233,9.77901639344262,True
TXQ0T,C,2017-12-18,20034,4.776136032817253,True
TXX06,A,2015-05-18,1800,2.29219298245614,True
TXQT7,B,2016-10-24,49,11.99,False
TXQT7,B,2017-04-10,33,11.9888888888889,False
TXXX0,C,2015-03-02,16544,4.552452095808386,True
TXZ06,C,2015-09-28,19039,2.9905480275014957,True
TXQT7,B,2017-08-21,18,11.46,False
TXX06,A,2017-11-20,1762,3.19173228346457,True
TXQ0T,C,2016-06-27,16458,4.805848019401772,True
TXQTZ,B,2015-02-09,142,13.394827586206901,False
TXQT7,B,2017-07-31,27,11.9909090909091,False
TXXX0,C,2016-05-23,12570,4.252531102979614,True
TXX00,C,2015-02-16,13719,4.5324317641464535,True
TXX00,B,2015-07-27,98,5.08333333333333,True
TXQTZ,E,2015-04-13,199,9.26444444444442,False
TXX5Q,E,2018-01-29,71,3.0085714285714262,True
TXQQX,F,2016-08-15,111,0.986813186813187,False
TXX5Q,E,2018-04-23,47,3.1615384615384587,False
TXX00,A,2018-04-09,19008,2.8534165911738096,False
TXQTZ,C,2015-02-23,11491,15.106292509446597,True
TXQTZ,A,2015-05-11,4281,10.755960930767,False
TXZ06,E,2016-08-08,410,2.048108108108112,True
TXQ0T,C,2015-02-02,18342,4.844610289587179,True
TXX00,A,2017-09-25,2189,2.9695678636640297,True
TXX06,C,2018-01-01,11227,4.5003554638229595,True
TXQQX,C,2017-07-17,10184,1.3809656925031772,True
TXX5Q,A,2016-10-10,12683,3.47649154051647,True
TXQTZ,A,2016-05-23,5870,8.999832390530061,False
TXZ06,D,2015-08-03,8271,2.59103674932776,True
TXX00,C,2015-08-03,14538,4.5302275600505695,True
TXX06,D,2015-02-16,6469,3.61545627376426,False
TXX06,A,2017-07-17,1236,3.24119402985075,False
TXQ0T,A,2018-01-15,6223,3.44159526723786,True
TXQ0T,A,2017-03-06,12429,3.44534388916378,False
TZQAQ,E,2018-03-19,196,1.661764705882353,True
TZQAQ,E,2016-11-14,364,1.7483333333333315,True
TXQT7,E,2016-03-14,214,9.22709302325577,True
TXX06,E,2018-03-05,113,3.1803260869565193,False
TXQTZ,E,2015-11-02,190,9.284516129032289,False
TXX00,B,2017-09-04,13,5.99090909090909,False
TXQT7,E,2016-12-12,254,9.08802197802198,True
TXZ06,C,2017-12-25,22969,2.3042761034841095,True
TXXX0,C,2015-03-30,15923,4.551863672814752,True
TXXX0,B,2016-06-20,55,5.02222222222222,False
TXX5Q,B,2015-07-27,179,4.1692307692307695,True
TXQTZ,A,2017-06-26,5435,8.55080334917402,False
TXQT7,E,2016-11-07,177,8.91656934306569,True
TXX06,B,2015-06-29,93,5.30526315789474,False
TXX00,B,2016-11-21,45,5.989189189189191,False
TXX00,B,2016-03-07,39,5.990625,False
TXZ06,D,2016-11-07,16511,1.8774388379204896,True
TXQT7,E,2018-04-16,110,9.054999999999989,False
TXQ0T,A,2016-07-18,14306,3.43744304015132,False
TXX5Q,A,2017-05-01,17183,3.44277022190408,False
TZQAQ,B,2016-08-15,27,3.99090909090909,False
TXX5Q,A,2017-03-13,18311,3.4467925035265696,False
TXQTZ,A,2017-07-10,5125,8.54641228701704,False
TXQQX,C,2015-03-16,10982,1.331133063556296,True
TXQT7,C,2018-01-29,22146,10.357393726180005,True
TXZ06,E,2017-12-04,519,2.1485106382978714,True
TXX00,A,2016-10-03,1874,2.9745406824147005,False
TXX00,B,2015-07-13,77,5.530158730158732,False
TXZ06,E,2016-04-25,499,2.008013245033113,True
TXQ0T,C,2015-03-09,16769,4.807482665058792,True
TXQ0T,B,2017-09-25,13,6.49090909090909,False
TXX06,C,2015-04-20,13648,4.522717981769637,True
TXX06,C,2015-04-27,13928,4.524835345773876,True
TXX06,C,2017-06-19,12502,4.518610393983615,True
TXX06,D,2015-02-02,6932,3.5380124490234,True
TXX00,B,2015-11-30,44,5.98888888888889,False
TXQQX,C,2016-02-08,11349,1.3374172185430462,True
TXX00,E,2018-04-23,82,3.659104477611936,False
TXX5Q,E,2017-11-13,99,3.140886075949368,True
TXX5Q,C,2015-07-06,18141,4.812374525516656,True
TXQT7,B,2016-10-17,45,11.9891891891892,False
TXX5Q,B,2016-12-26,15,6.4923076923076914,False
TXX06,B,2017-05-22,15,5.9923076923076914,False
TXXX0,C,2016-12-26,12117,4.114825708060998,True
TXX5Q,B,2018-03-26,7,4.98333333333333,False
TXQTZ,B,2018-04-23,30,11.992,False
TXQTZ,C,2015-01-12,11755,15.230506024096437,True
TXZ06,E,2015-04-06,302,2.2700826446281024,True
TZQAQ,B,2016-07-25,27,3.99090909090909,False
TXX06,B,2015-08-24,71,4.78275862068965,False
TXX06,C,2017-11-13,14474,4.502352941176468,True
TXX06,B,2017-07-31,14,5.99166666666667,False
TXX00,E,2015-06-15,189,3.400575539568345,True
TZQAQ,C,2017-05-08,37098,2.3062661507634843,True
TXX06,C,2018-03-12,13192,4.484666666666662,True
TXX5Q,B,2017-08-28,14,6.49166666666667,False
TXQTZ,B,2017-10-16,49,10.2521739130435,True
TXX5Q,B,2015-09-14,38,5.84516129032258,False
TXX06,E,2016-08-08,151,3.798292682926827,False
TXQT7,E,2017-05-01,137,8.827431192660546,True
TXXX0,E,2017-05-15,167,3.336617647058823,False
TXZ06,C,2016-02-22,23191,2.9488006053726776,True
TXZ06,E,2017-07-31,343,1.9889010989010991,True
TXX06,D,2016-12-12,7013,3.582961200585649,True
TXX5Q,B,2016-08-01,30,6.492000000000001,False
TXQ0T,E,2017-02-06,105,3.495375,True
TXQ0T,A,2017-09-04,25800,3.44773936807786,True
TXX06,D,2016-06-13,5698,3.58398169336384,True
TXX00,E,2015-03-02,134,3.427499999999997,True
TXX5Q,C,2015-10-19,15334,4.796770824415724,True
TXZ06,E,2017-04-24,445,2.044033613445375,True
TXQ0T,C,2015-12-21,13238,4.81169292851653,True
TXX06,E,2017-07-24,126,3.4879787234042583,True
TXX00,B,2017-04-10,23,5.98947368421053,False
TXXX0,C,2017-01-30,14898,4.137460479347271,True
TXX5Q,E,2016-12-05,124,3.499306930693071,False
TXX00,A,2016-12-26,1531,2.9566265060241004,False
TXQ0T,C,2017-07-03,17320,4.767656001815294,True
TXX5Q,E,2016-11-21,108,3.485060240963859,True
TXX00,D,2016-08-01,6076,3.6267215244694704,True
TXXX0,E,2016-12-19,260,3.42,True
TXX06,B,2016-01-11,35,5.98965517241379,False
TXQQX,C,2016-11-21,14383,1.3337103825136616,True
TXX5Q,B,2015-02-02,97,5.82151898734177,False
TXX06,A,2017-10-30,1766,3.27230514096186,True
TXX5Q,A,2015-11-09,24549,3.46284551211177,True
TXXX0,E,2015-12-07,264,3.0326635514018703,True
TXX5Q,C,2015-09-14,15859,4.773861271676293,True
TXQT7,B,2016-04-18,28,11.573913043478301,False
TXQTZ,B,2015-06-29,184,13.243333333333302,False
TXQ0T,E,2017-07-10,94,3.5135064935064904,False
TXX06,B,2015-02-16,73,5.39,False
TXQQX,F,2015-02-02,9,0.9875,False
TXQT7,E,2017-11-20,180,8.930514705882354,True
TXQ0T,C,2015-05-18,17876,4.798517637178048,True
TXQTZ,A,2015-05-04,4190,10.744173759906099,False
TZQAQ,C,2018-02-26,20729,2.295177456975354,True
TXQT7,C,2017-10-09,19076,10.442829202495368,True
TXQTZ,A,2017-11-06,18291,8.54810705399771,False
TXXX0,B,2016-03-14,47,5.489743589743591,False
TXX06,C,2017-12-18,17240,4.51380999467559,True
TXQTZ,B,2016-06-13,35,12.9896551724138,False
TXQ0T,E,2017-09-11,111,3.0896590909090946,True
TXQ0T,C,2015-09-21,13456,4.7898647830474275,True
TXQ0T,A,2018-02-05,16687,3.4113828641747403,True
TXQTZ,E,2016-01-25,156,9.18425196850392,False
TXX06,B,2016-09-19,28,5.99130434782609,False
TXXX0,E,2016-08-22,222,3.285517241379312,True
TXQTZ,C,2018-02-12,14570,11.682310853726882,True
TXQT7,E,2016-02-01,214,9.11363636363634,True
TXQTZ,E,2018-01-29,204,9.16749999999999,True
TXX06,D,2016-10-10,5521,3.52943548387097,True
